trip_id,stop_id,stop_sequence,arrival_time,departure_time
T_M1_116,S_CORDUSIO,2,11:20:00,11:20:30
T_M1_116,S_CAIROLI,3,11:22:00,11:22:30
T_M1_116,S_CADORNA,4,11:24:00,11:24:30
T_M1_116,S_PAGANO,5,11:26:00,11:26:30
T_M1_116,S_AMENDOLA,6,11:28:00,11:28:30
T_M1_116,S_BUONARROTI,7,11:30:00,11:30:30
T_M1_116,S_DEANGELI,8,11:32:00,11:32:00
T_M1_117,S_DEANGELI,1,11:21:00,11:21:30
T_M1_117,S_BUONARROTI,2,11:23:00,11:23:30
T_M1_117,S_AMENDOLA,3,11:25:00,11:25:30
T_M1_117,S_PAGANO,4,11:27:00,11:27:30
T_M1_117,S_CADORNA,5,11:29:00,11:29:30
T_M1_117,S_CAIROLI,6,11:31:00,11:31:30
T_M1_117,S_CORDUSIO,7,11:33:00,11:33:30
T_M1_117,S_DUOMO,8,11:35:00,11:35:00
T_M1_118,S_DUOMO,1,11:24:00,11:24:30
T_M1_118,S_CORDUSIO,2,11:26:00,11:26:30
T_M1_118,S_CAIROLI,3,11:28:00,11:28:30
T_M1_118,S_CADORNA,4,11:30:00,11:30:30
T_M1_118,S_PAGANO,5,11:32:00,11:32:30
T_M1_118,S_AMENDOLA,6,11:34:00,11:34:30
T_M1_118,S_BUONARROTI,7,11:36:00,11:36:30
T_M1_118,S_DEANGELI,8,11:38:00,11:38:00
T_M1_119,S_DEANGELI,1,11:27:00,11:27:30
T_M1_119,S_BUONARROTI,2,11:29:00,11:29:30
T_M1_119,S_AMENDOLA,3,11:31:00,11:31:30
T_M1_119,S_PAGANO,4,11:33:00,11:33:30
T_M1_119,S_CADORNA,5,11:35:00,11:35:30
T_M1_119,S_CAIROLI,6,11:37:00,11:37:30
T_M1_119,S_CORDUSIO,7,11:39:00,11:39:30
T_M1_119,S_DUOMO,8,11:41:00,11:41:00
T_M1_120,S_DUOMO,1,11:30:00,11:30:30
T_M1_120,S_CORDUSIO,2,11:32:00,11:32:30
T_M1_120,S_CAIROLI,3,11:34:00,11:34:30
T_M1_120,S_CADORNA,4,11:36:00,11:36:30
T_M1_120,S_PAGANO,5,11:38:00,11:38:30
T_M1_120,S_AMENDOLA,6,11:40:00,11:40:30
T_M1_120,S_BUONARROTI,7,11:42:00,11:42:30
T_M1_120,S_DEANGELI,8,11:44:00,11:44:00
T_M1_121,S_DEANGELI,1,11:33:00,11:33:30
T_M1_121,S_BUONARROTI,2,11:35:00,11:35:30
T_M1_121,S_AMENDOLA,3,11:37:00,11:37:30
T_M1_121,S_PAGANO,4,11:39:00,11:39:30
T_M1_121,S_CADORNA,5,11:41:00,11:41:30
T_M1_121,S_CAIROLI,6,11:43:00,11:43:30
T_M1_121,S_CORDUSIO,7,11:45:00,11:45:30
T_M1_121,S_DUOMO,8,11:47:00,11:47:00
T_M1_122,S_DUOMO,1,11:36:00,11:36:30
T_M1_122,S_CORDUSIO,2,11:38:00,11:38:30
T_M1_122,S_CAIROLI,3,11:40:00,11:40:30
T_M1_122,S_CADORNA,4,11:42:00,11:42:30
T_M1_122,S_PAGANO,5,11:44:00,11:44:30
T_M1_122,S_AMENDOLA,6,11:46:00,11:46:30
T_M1_122,S_BUONARROTI,7,11:48:00,11:48:30
T_M1_122,S_DEANGELI,8,11:50:00,11:50:00
T_M1_123,S_DEANGELI,1,11:39:00,11:39:30
T_M1_123,S_BUONARROTI,2,11:41:00,11:41:30
T_M1_123,S_AMENDOLA,3,11:43:00,11:43:30
T_M1_123,S_PAGANO,4,11:45:00,11:45:30
T_M1_123,S_CADORNA,5,11:47:00,11:47:30
T_M1_123,S_CAIROLI,6,11:49:00,11:49:30
T_M1_123,S_CORDUSIO,7,11:51:00,11:51:30
T_M1_123,S_DUOMO,8,11:53:00,11:53:00
T_M1_124,S_DUOMO,1,11:42:00,11:42:30
T_M1_124,S_CORDUSIO,2,11:44:00,11:44:30
T_M1_124,S_CAIROLI,3,11:46:00,11:46:30
T_M1_124,S_CADORNA,4,11:48:00,11:48:30
T_M1_124,S_PAGANO,5,11:50:00,11:50:30
T_M1_124,S_AMENDOLA,6,11:52:00,11:52:30
T_M1_124,S_BUONARROTI,7,11:54:00,11:54:30
T_M1_124,S_DEANGELI,8,11:56:00,11:56:00
T_M1_125,S_DEANGELI,1,11:45:00,11:45:30
T_M1_125,S_BUONARROTI,2,11:47:00,11:47:30
T_M1_125,S_AMENDOLA,3,11:49:00,11:49:30
T_M1_125,S_PAGANO,4,11:51:00,11:51:30
T_M1_125,S_CADORNA,5,11:53:00,11:53:30
T_M1_125,S_CAIROLI,6,11:55:00,11:55:30
T_M1_125,S_CORDUSIO,7,11:57:00,11:57:30
T_M1_125,S_DUOMO,8,11:59:00,11:59:00
T_M1_126,S_DUOMO,1,11:48:00,11:48:30
T_M1_126,S_CORDUSIO,2,11:50:00,11:50:30
T_M1_126,S_CAIROLI,3,11:52:00,11:52:30
T_M1_126,S_CADORNA,4,11:54:00,11:54:30
T_M1_126,S_PAGANO,5,11:56:00,11:56:30
T_M1_126,S_AMENDOLA,6,11:58:00,11:58:30
T_M1_126,S_BUONARROTI,7,12:00:00,12:00:30
T_M1_126,S_DEANGELI,8,12:02:00,12:02:00
T_M1_127,S_DEANGELI,1,11:51:00,11:51:30
T_M1_127,S_BUONARROTI,2,11:53:00,11:53:30
T_M1_127,S_AMENDOLA,3,11:55:00,11:55:30
T_M1_127,S_PAGANO,4,11:57:00,11:57:30
T_M1_127,S_CADORNA,5,11:59:00,11:59:30
T_M1_127,S_CAIROLI,6,12:01:00,12:01:30
T_M1_127,S_CORDUSIO,7,12:03:00,12:03:30
T_M1_127,S_DUOMO,8,12:05:00,12:05:00
T_M1_128,S_DUOMO,1,11:54:00,11:54:30
T_M1_128,S_CORDUSIO,2,11:56:00,11:56:30
T_M1_128,S_CAIROLI,3,11:58:00,11:58:30
T_M1_128,S_CADORNA,4,12:00:00,12:00:30
T_M1_128,S_PAGANO,5,12:02:00,12:02:30
T_M1_128,S_AMENDOLA,6,12:04:00,12:04:30
T_M1_128,S_BUONARROTI,7,12:06:00,12:06:30
T_M1_128,S_DEANGELI,8,12:08:00,12:08:00
T_M1_129,S_DEANGELI,1,11:57:00,11:57:30
T_M1_129,S_BUONARROTI,2,11:59:00,11:59:30
T_M1_129,S_AMENDOLA,3,12:01:00,12:01:30
T_M1_129,S_PAGANO,4,12:03:00,12:03:30
T_M1_129,S_CADORNA,5,12:05:00,12:05:30
T_M1_129,S_CAIROLI,6,12:07:00,12:07:30
T_M1_129,S_CORDUSIO,7,12:09:00,12:09:30
T_M1_129,S_DUOMO,8,12:11:00,12:11:00
T_M1_130,S_DUOMO,1,12:00:00,12:00:30
T_M1_130,S_CORDUSIO,2,12:02:00,12:02:30
T_M1_130,S_CAIROLI,3,12:04:00,12:04:30
T_M1_130,S_CADORNA,4,12:06:00,12:06:30
T_M1_130,S_PAGANO,5,12:08:00,12:08:30
T_M1_130,S_AMENDOLA,6,12:10:00,12:10:30
T_M1_130,S_BUONARROTI,7,12:12:00,12:12:30
T_M1_130,S_DEANGELI,8,12:14:00,12:14:00
T_M1_131,S_DEANGELI,1,12:03:00,12:03:30
T_M1_131,S_BUONARROTI,2,12:05:00,12:05:30
T_M1_131,S_AMENDOLA,3,12:07:00,12:07:30
T_M1_131,S_PAGANO,4,12:09:00,12:09:30
T_M1_131,S_CADORNA,5,12:11:00,12:11:30
T_M1_131,S_CAIROLI,6,12:13:00,12:13:30
T_M1_131,S_CORDUSIO,7,12:15:00,12:15:30
T_M1_131,S_DUOMO,8,12:17:00,12:17:00
T_M1_132,S_DUOMO,1,12:06:00,12:06:30
T_M1_132,S_CORDUSIO,2,12:08:00,12:08:30
T_M1_132,S_CAIROLI,3,12:10:00,12:10:30
T_M1_132,S_CADORNA,4,12:12:00,12:12:30
T_M1_132,S_PAGANO,5,12:14:00,12:14:30
T_M1_132,S_AMENDOLA,6,12:16:00,12:16:30
T_M1_132,S_BUONARROTI,7,12:18:00,12:18:30
T_M1_132,S_DEANGELI,8,12:20:00,12:20:00
T_M1_133,S_DEANGELI,1,12:09:00,12:09:30
T_M1_133,S_BUONARROTI,2,12:11:00,12:11:30
T_M1_133,S_AMENDOLA,3,12:13:00,12:13:30
T_M1_133,S_PAGANO,4,12:15:00,12:15:30
T_M1_133,S_CADORNA,5,12:17:00,12:17:30
T_M1_133,S_CAIROLI,6,12:19:00,12:19:30
T_M1_133,S_CORDUSIO,7,12:21:00,12:21:30
T_M1_133,S_DUOMO,8,12:23:00,12:23:00
T_M1_134,S_DUOMO,1,12:12:00,12:12:30
T_M1_134,S_CORDUSIO,2,12:14:00,12:14:30
T_M1_134,S_CAIROLI,3,12:16:00,12:16:30
T_M1_134,S_CADORNA,4,12:18:00,12:18:30
T_M1_134,S_PAGANO,5,12:20:00,12:20:30
T_M1_134,S_AMENDOLA,6,12:22:00,12:22:30
T_M1_134,S_BUONARROTI,7,12:24:00,12:24:30
T_M1_134,S_DEANGELI,8,12:26:00,12:26:00
T_M1_135,S_DEANGELI,1,12:15:00,12:15:30
T_M1_135,S_BUONARROTI,2,12:17:00,12:17:30
T_M1_135,S_AMENDOLA,3,12:19:00,12:19:30
T_M1_135,S_PAGANO,4,12:21:00,12:21:30
T_M1_135,S_CADORNA,5,12:23:00,12:23:30
T_M1_135,S_CAIROLI,6,12:25:00,12:25:30
T_M1_135,S_CORDUSIO,7,12:27:00,12:27:30
T_M1_135,S_DUOMO,8,12:29:00,12:29:00
T_M1_136,S_DUOMO,1,12:18:00,12:18:30
T_M1_136,S_CORDUSIO,2,12:20:00,12:20:30
T_M1_136,S_CAIROLI,3,12:22:00,12:22:30
T_M1_136,S_CADORNA,4,12:24:00,12:24:30
T_M1_136,S_PAGANO,5,12:26:00,12:26:30
T_M1_136,S_AMENDOLA,6,12:28:00,12:28:30
T_M1_136,S_BUONARROTI,7,12:30:00,12:30:30
T_M1_136,S_DEANGELI,8,12:32:00,12:32:00
T_M1_137,S_DEANGELI,1,12:21:00,12:21:30
T_M1_137,S_BUONARROTI,2,12:23:00,12:23:30
T_M1_137,S_AMENDOLA,3,12:25:00,12:25:30
T_M1_137,S_PAGANO,4,12:27:00,12:27:30
T_M1_137,S_CADORNA,5,12:29:00,12:29:30
T_M1_137,S_CAIROLI,6,12:31:00,12:31:30
T_M1_137,S_CORDUSIO,7,12:33:00,12:33:30
T_M1_137,S_DUOMO,8,12:35:00,12:35:00
T_M1_138,S_DUOMO,1,12:24:00,12:24:30
T_M1_138,S_CORDUSIO,2,12:26:00,12:26:30
T_M1_138,S_CAIROLI,3,12:28:00,12:28:30
T_M1_138,S_CADORNA,4,12:30:00,12:30:30
T_M1_138,S_PAGANO,5,12:32:00,12:32:30
T_M1_138,S_AMENDOLA,6,12:34:00,12:34:30
T_M1_138,S_BUONARROTI,7,12:36:00,12:36:30
T_M1_138,S_DEANGELI,8,12:38:00,12:38:00
T_M1_139,S_DEANGELI,1,12:27:00,12:27:30
T_M1_139,S_BUONARROTI,2,12:29:00,12:29:30
T_M1_139,S_AMENDOLA,3,12:31:00,12:31:30
T_M1_139,S_PAGANO,4,12:33:00,12:33:30
T_M1_139,S_CADORNA,5,12:35:00,12:35:30
T_M1_139,S_CAIROLI,6,12:37:00,12:37:30
T_M1_139,S_CORDUSIO,7,12:39:00,12:39:30
T_M1_139,S_DUOMO,8,12:41:00,12:41:00
T_M1_140,S_DUOMO,1,12:30:00,12:30:30
T_M1_140,S_CORDUSIO,2,12:32:00,12:32:30
T_M1_140,S_CAIROLI,3,12:34:00,12:34:30
T_M1_140,S_CADORNA,4,12:36:00,12:36:30
T_M1_140,S_PAGANO,5,12:38:00,12:38:30
T_M1_140,S_AMENDOLA,6,12:40:00,12:40:30
T_M1_140,S_BUONARROTI,7,12:42:00,12:42:30
T_M1_140,S_DEANGELI,8,12:44:00,12:44:00
T_M1_141,S_DEANGELI,1,12:33:00,12:33:30
T_M1_141,S_BUONARROTI,2,12:35:00,12:35:30
T_M1_141,S_AMENDOLA,3,12:37:00,12:37:30
T_M1_141,S_PAGANO,4,12:39:00,12:39:30
T_M1_141,S_CADORNA,5,12:41:00,12:41:30
T_M1_141,S_CAIROLI,6,12:43:00,12:43:30
T_M1_141,S_CORDUSIO,7,12:45:00,12:45:30
T_M1_141,S_DUOMO,8,12:47:00,12:47:00
T_M1_142,S_DUOMO,1,12:36:00,12:36:30
T_M1_142,S_CORDUSIO,2,12:38:00,12:38:30
T_M1_142,S_CAIROLI,3,12:40:00,12:40:30
T_M1_142,S_CADORNA,4,12:42:00,12:42:30
T_M1_142,S_PAGANO,5,12:44:00,12:44:30
T_M1_142,S_AMENDOLA,6,12:46:00,12:46:30
T_M1_142,S_BUONARROTI,7,12:48:00,12:48:30
T_M1_142,S_DEANGELI,8,12:50:00,12:50:00
T_M1_143,S_DEANGELI,1,12:39:00,12:39:30
T_M1_143,S_BUONARROTI,2,12:41:00,12:41:30
T_M1_143,S_AMENDOLA,3,12:43:00,12:43:30
T_M1_143,S_PAGANO,4,12:45:00,12:45:30
T_M1_143,S_CADORNA,5,12:47:00,12:47:30
T_M1_143,S_CAIROLI,6,12:49:00,12:49:30
T_M1_143,S_CORDUSIO,7,12:51:00,12:51:30
T_M1_143,S_DUOMO,8,12:53:00,12:53:00
T_M1_144,S_DUOMO,1,12:42:00,12:42:30
T_M1_144,S_CORDUSIO,2,12:44:00,12:44:30
T_M1_144,S_CAIROLI,3,12:46:00,12:46:30
T_M1_144,S_CADORNA,4,12:48:00,12:48:30
T_M1_144,S_PAGANO,5,12:50:00,12:50:30
T_M1_144,S_AMENDOLA,6,12:52:00,12:52:30
T_M1_144,S_BUONARROTI,7,12:54:00,12:54:30
T_M1_144,S_DEANGELI,8,12:56:00,12:56:00
T_M1_145,S_DEANGELI,1,12:45:00,12:45:30
T_M1_145,S_BUONARROTI,2,12:47:00,12:47:30
T_M1_145,S_AMENDOLA,3,12:49:00,12:49:30
T_M1_145,S_PAGANO,4,12:51:00,12:51:30
T_M1_145,S_CADORNA,5,12:53:00,12:53:30
T_M1_145,S_CAIROLI,6,12:55:00,12:55:30
T_M1_145,S_CORDUSIO,7,12:57:00,12:57:30
T_M1_145,S_DUOMO,8,12:59:00,12:59:00
T_M1_146,S_DUOMO,1,12:48:00,12:48:30
T_M1_146,S_CORDUSIO,2,12:50:00,12:50:30
T_M1_146,S_CAIROLI,3,12:52:00,12:52:30
T_M1_146,S_CADORNA,4,12:54:00,12:54:30
T_M1_146,S_PAGANO,5,12:56:00,12:56:30
T_M1_146,S_AMENDOLA,6,12:58:00,12:58:30
T_M1_146,S_BUONARROTI,7,13:00:00,13:00:30
T_M1_146,S_DEANGELI,8,13:02:00,13:02:00
T_M1_147,S_DEANGELI,1,12:51:00,12:51:30
T_M1_147,S_BUONARROTI,2,12:53:00,12:53:30
T_M1_147,S_AMENDOLA,3,12:55:00,12:55:30
T_M1_147,S_PAGANO,4,12:57:00,12:57:30
T_M1_147,S_CADORNA,5,12:59:00,12:59:30
T_M1_147,S_CAIROLI,6,13:01:00,13:01:30
T_M1_147,S_CORDUSIO,7,13:03:00,13:03:30
T_M1_147,S_DUOMO,8,13:05:00,13:05:00
T_M1_148,S_DUOMO,1,12:54:00,12:54:30
T_M1_148,S_CORDUSIO,2,12:56:00,12:56:30
T_M1_148,S_CAIROLI,3,12:58:00,12:58:30
T_M1_148,S_CADORNA,4,13:00:00,13:00:30
T_M1_148,S_PAGANO,5,13:02:00,13:02:30
T_M1_148,S_AMENDOLA,6,13:04:00,13:04:30
T_M1_148,S_BUONARROTI,7,13:06:00,13:06:30
T_M1_148,S_DEANGELI,8,13:08:00,13:08:00
T_M1_149,S_DEANGELI,1,12:57:00,12:57:30
T_M1_149,S_BUONARROTI,2,12:59:00,12:59:30
T_M1_149,S_AMENDOLA,3,13:01:00,13:01:30
T_M1_149,S_PAGANO,4,13:03:00,13:03:30
T_M1_149,S_CADORNA,5,13:05:00,13:05:30
T_M1_149,S_CAIROLI,6,13:07:00,13:07:30
T_M1_149,S_CORDUSIO,7,13:09:00,13:09:30
T_M1_149,S_DUOMO,8,13:11:00,13:11:00
T_M1_150,S_DUOMO,1,13:00:00,13:00:30
T_M1_150,S_CORDUSIO,2,13:02:00,13:02:30
T_M1_150,S_CAIROLI,3,13:04:00,13:04:30
T_M1_150,S_CADORNA,4,13:06:00,13:06:30
T_M1_150,S_PAGANO,5,13:08:00,13:08:30
T_M1_150,S_AMENDOLA,6,13:10:00,13:10:30
T_M1_150,S_BUONARROTI,7,13:12:00,13:12:30
T_M1_150,S_DEANGELI,8,13:14:00,13:14:00
T_M1_151,S_DEANGELI,1,13:03:00,13:03:30
T_M1_151,S_BUONARROTI,2,13:05:00,13:05:30
T_M1_151,S_AMENDOLA,3,13:07:00,13:07:30
T_M1_151,S_PAGANO,4,13:09:00,13:09:30
T_M1_151,S_CADORNA,5,13:11:00,13:11:30
T_M1_151,S_CAIROLI,6,13:13:00,13:13:30
T_M1_151,S_CORDUSIO,7,13:15:00,13:15:30
T_M1_151,S_DUOMO,8,13:17:00,13:17:00
T_M1_152,S_DUOMO,1,13:06:00,13:06:30
T_M1_152,S_CORDUSIO,2,13:08:00,13:08:30
T_M1_152,S_CAIROLI,3,13:10:00,13:10:30
T_M1_152,S_CADORNA,4,13:12:00,13:12:30
T_M1_152,S_PAGANO,5,13:14:00,13:14:30
T_M1_152,S_AMENDOLA,6,13:16:00,13:16:30
T_M1_152,S_BUONARROTI,7,13:18:00,13:18:30
T_M1_152,S_DEANGELI,8,13:20:00,13:20:00
T_M1_153,S_DEANGELI,1,13:09:00,13:09:30
T_M1_153,S_BUONARROTI,2,13:11:00,13:11:30
T_M1_153,S_AMENDOLA,3,13:13:00,13:13:30
T_M1_153,S_PAGANO,4,13:15:00,13:15:30
T_M1_153,S_CADORNA,5,13:17:00,13:17:30
T_M1_153,S_CAIROLI,6,13:19:00,13:19:30
T_M1_153,S_CORDUSIO,7,13:21:00,13:21:30
T_M1_153,S_DUOMO,8,13:23:00,13:23:00
T_M1_154,S_DUOMO,1,13:12:00,13:12:30
T_M1_154,S_CORDUSIO,2,13:14:00,13:14:30
T_M1_154,S_CAIROLI,3,13:16:00,13:16:30
T_M1_154,S_CADORNA,4,13:18:00,13:18:30
T_M1_154,S_PAGANO,5,13:20:00,13:20:30
T_M1_154,S_AMENDOLA,6,13:22:00,13:22:30
T_M1_154,S_BUONARROTI,7,13:24:00,13:24:30
T_M1_154,S_DEANGELI,8,13:26:00,13:26:00
T_M1_155,S_DEANGELI,1,13:15:00,13:15:30
T_M1_155,S_BUONARROTI,2,13:17:00,13:17:30
T_M1_155,S_AMENDOLA,3,13:19:00,13:19:30
T_M1_155,S_PAGANO,4,13:21:00,13:21:30
T_M1_155,S_CADORNA,5,13:23:00,13:23:30
T_M1_155,S_CAIROLI,6,13:25:00,13:25:30
T_M1_155,S_CORDUSIO,7,13:27:00,13:27:30
T_M1_155,S_DUOMO,8,13:29:00,13:29:00
T_M1_156,S_DUOMO,1,13:18:00,13:18:30
T_M1_156,S_CORDUSIO,2,13:20:00,13:20:30
T_M1_156,S_CAIROLI,3,13:22:00,13:22:30
T_M1_156,S_CADORNA,4,13:24:00,13:24:30
T_M1_156,S_PAGANO,5,13:26:00,13:26:30
T_M1_156,S_AMENDOLA,6,13:28:00,13:28:30
T_M1_156,S_BUONARROTI,7,13:30:00,13:30:30
T_M1_156,S_DEANGELI,8,13:32:00,13:32:00
T_M1_157,S_DEANGELI,1,13:21:00,13:21:30
T_M1_157,S_BUONARROTI,2,13:23:00,13:23:30
T_M1_157,S_AMENDOLA,3,13:25:00,13:25:30
T_M1_157,S_PAGANO,4,13:27:00,13:27:30
T_M1_157,S_CADORNA,5,13:29:00,13:29:30
T_M1_157,S_CAIROLI,6,13:31:00,13:31:30
T_M1_157,S_CORDUSIO,7,13:33:00,13:33:30
T_M1_157,S_DUOMO,8,13:35:00,13:35:00
T_M1_158,S_DUOMO,1,13:24:00,13:24:30
T_M1_158,S_CORDUSIO,2,13:26:00,13:26:30
T_M1_158,S_CAIROLI,3,13:28:00,13:28:30
T_M1_158,S_CADORNA,4,13:30:00,13:30:30
T_M1_158,S_PAGANO,5,13:32:00,13:32:30
T_M1_158,S_AMENDOLA,6,13:34:00,13:34:30
T_M1_158,S_BUONARROTI,7,13:36:00,13:36:30
T_M1_158,S_DEANGELI,8,13:38:00,13:38:00
T_M1_159,S_DEANGELI,1,13:27:00,13:27:30
T_M1_159,S_BUONARROTI,2,13:29:00,13:29:30
T_M1_159,S_AMENDOLA,3,13:31:00,13:31:30
T_M1_159,S_PAGANO,4,13:33:00,13:33:30
T_M1_159,S_CADORNA,5,13:35:00,13:35:30
T_M1_159,S_CAIROLI,6,13:37:00,13:37:30
T_M1_159,S_CORDUSIO,7,13:39:00,13:39:30
T_M1_159,S_DUOMO,8,13:41:00,13:41:00
T_M1_160,S_DUOMO,1,13:30:00,13:30:30
T_M1_160,S_CORDUSIO,2,13:32:00,13:32:30
T_M1_160,S_CAIROLI,3,13:34:00,13:34:30
T_M1_160,S_CADORNA,4,13:36:00,13:36:30
T_M1_160,S_PAGANO,5,13:38:00,13:38:30
T_M1_160,S_AMENDOLA,6,13:40:00,13:40:30
T_M1_160,S_BUONARROTI,7,13:42:00,13:42:30
T_M1_160,S_DEANGELI,8,13:44:00,13:44:00
T_M1_161,S_DEANGELI,1,13:33:00,13:33:30
T_M1_161,S_BUONARROTI,2,13:35:00,13:35:30
T_M1_161,S_AMENDOLA,3,13:37:00,13:37:30
T_M1_161,S_PAGANO,4,13:39:00,13:39:30
T_M1_161,S_CADORNA,5,13:41:00,13:41:30
T_M1_161,S_CAIROLI,6,13:43:00,13:43:30
T_M1_161,S_CORDUSIO,7,13:45:00,13:45:30
T_M1_161,S_DUOMO,8,13:47:00,13:47:00
T_M1_162,S_DUOMO,1,13:36:00,13:36:30
T_M1_162,S_CORDUSIO,2,13:38:00,13:38:30
T_M1_162,S_CAIROLI,3,13:40:00,13:40:30
T_M1_162,S_CADORNA,4,13:42:00,13:42:30
T_M1_162,S_PAGANO,5,13:44:00,13:44:30
T_M1_162,S_AMENDOLA,6,13:46:00,13:46:30
T_M1_162,S_BUONARROTI,7,13:48:00,13:48:30
T_M1_162,S_DEANGELI,8,13:50:00,13:50:00
T_M1_163,S_DEANGELI,1,13:39:00,13:39:30
T_M1_163,S_BUONARROTI,2,13:41:00,13:41:30
T_M1_163,S_AMENDOLA,3,13:43:00,13:43:30
T_M1_163,S_PAGANO,4,13:45:00,13:45:30
T_M1_163,S_CADORNA,5,13:47:00,13:47:30
T_M1_163,S_CAIROLI,6,13:49:00,13:49:30
T_M1_163,S_CORDUSIO,7,13:51:00,13:51:30
T_M1_163,S_DUOMO,8,13:53:00,13:53:00
T_M1_164,S_DUOMO,1,13:42:00,13:42:30
T_M1_164,S_CORDUSIO,2,13:44:00,13:44:30
T_M1_164,S_CAIROLI,3,13:46:00,13:46:30
T_M1_164,S_CADORNA,4,13:48:00,13:48:30
T_M1_164,S_PAGANO,5,13:50:00,13:50:30
T_M1_164,S_AMENDOLA,6,13:52:00,13:52:30
T_M1_164,S_BUONARROTI,7,13:54:00,13:54:30
T_M1_164,S_DEANGELI,8,13:56:00,13:56:00
T_M1_165,S_DEANGELI,1,13:45:00,13:45:30
T_M1_165,S_BUONARROTI,2,13:47:00,13:47:30
T_M1_165,S_AMENDOLA,3,13:49:00,13:49:30
T_M1_165,S_PAGANO,4,13:51:00,13:51:30
T_M1_165,S_CADORNA,5,13:53:00,13:53:30
T_M1_165,S_CAIROLI,6,13:55:00,13:55:30
T_M1_165,S_CORDUSIO,7,13:57:00,13:57:30
T_M1_165,S_DUOMO,8,13:59:00,13:59:00
T_M1_166,S_DUOMO,1,13:48:00,13:48:30
T_M1_166,S_CORDUSIO,2,13:50:00,13:50:30
T_M1_166,S_CAIROLI,3,13:52:00,13:52:30
T_M1_166,S_CADORNA,4,13:54:00,13:54:30
T_M1_166,S_PAGANO,5,13:56:00,13:56:30
T_M1_166,S_AMENDOLA,6,13:58:00,13:58:30
T_M1_166,S_BUONARROTI,7,14:00:00,14:00:30
T_M1_166,S_DEANGELI,8,14:02:00,14:02:00
T_M1_167,S_DEANGELI,1,13:51:00,13:51:30
T_M1_167,S_BUONARROTI,2,13:53:00,13:53:30
T_M1_167,S_AMENDOLA,3,13:55:00,13:55:30
T_M1_167,S_PAGANO,4,13:57:00,13:57:30
T_M1_167,S_CADORNA,5,13:59:00,13:59:30
T_M1_167,S_CAIROLI,6,14:01:00,14:01:30
T_M1_167,S_CORDUSIO,7,14:03:00,14:03:30
T_M1_167,S_DUOMO,8,14:05:00,14:05:00
T_M1_168,S_DUOMO,1,13:54:00,13:54:30
T_M1_168,S_CORDUSIO,2,13:56:00,13:56:30
T_M1_168,S_CAIROLI,3,13:58:00,13:58:30
T_M1_168,S_CADORNA,4,14:00:00,14:00:30
T_M1_168,S_PAGANO,5,14:02:00,14:02:30
T_M1_168,S_AMENDOLA,6,14:04:00,14:04:30
T_M1_168,S_BUONARROTI,7,14:06:00,14:06:30
T_M1_168,S_DEANGELI,8,14:08:00,14:08:00
T_M1_169,S_DEANGELI,1,13:57:00,13:57:30
T_M1_169,S_BUONARROTI,2,13:59:00,13:59:30
T_M1_169,S_AMENDOLA,3,14:01:00,14:01:30
T_M1_169,S_PAGANO,4,14:03:00,14:03:30
T_M1_169,S_CADORNA,5,14:05:00,14:05:30
T_M1_169,S_CAIROLI,6,14:07:00,14:07:30
T_M1_169,S_CORDUSIO,7,14:09:00,14:09:30
T_M1_169,S_DUOMO,8,14:11:00,14:11:00
T_M1_170,S_DUOMO,1,14:00:00,14:00:30
T_M1_170,S_CORDUSIO,2,14:02:00,14:02:30
T_M1_170,S_CAIROLI,3,14:04:00,14:04:30
T_M1_170,S_CADORNA,4,14:06:00,14:06:30
T_M1_170,S_PAGANO,5,14:08:00,14:08:30
T_M1_170,S_AMENDOLA,6,14:10:00,14:10:30
T_M1_170,S_BUONARROTI,7,14:12:00,14:12:30
T_M1_170,S_DEANGELI,8,14:14:00,14:14:00
T_M1_171,S_DEANGELI,1,14:03:00,14:03:30
T_M1_171,S_BUONARROTI,2,14:05:00,14:05:30
T_M1_171,S_AMENDOLA,3,14:07:00,14:07:30
T_M1_171,S_PAGANO,4,14:09:00,14:09:30
T_M1_171,S_CADORNA,5,14:11:00,14:11:30
T_M1_171,S_CAIROLI,6,14:13:00,14:13:30
T_M1_171,S_CORDUSIO,7,14:15:00,14:15:30
T_M1_171,S_DUOMO,8,14:17:00,14:17:00
T_M1_172,S_DUOMO,1,14:06:00,14:06:30
T_M1_172,S_CORDUSIO,2,14:08:00,14:08:30
T_M1_172,S_CAIROLI,3,14:10:00,14:10:30
T_M1_172,S_CADORNA,4,14:12:00,14:12:30
T_M1_172,S_PAGANO,5,14:14:00,14:14:30
T_M1_172,S_AMENDOLA,6,14:16:00,14:16:30
T_M1_172,S_BUONARROTI,7,14:18:00,14:18:30
T_M1_172,S_DEANGELI,8,14:20:00,14:20:00
T_M1_173,S_DEANGELI,1,14:09:00,14:09:30
T_M1_173,S_BUONARROTI,2,14:11:00,14:11:30
T_M1_173,S_AMENDOLA,3,14:13:00,14:13:30
T_M1_173,S_PAGANO,4,14:15:00,14:15:30
T_M1_173,S_CADORNA,5,14:17:00,14:17:30
T_M1_173,S_CAIROLI,6,14:19:00,14:19:30
T_M1_173,S_CORDUSIO,7,14:21:00,14:21:30
T_M1_173,S_DUOMO,8,14:23:00,14:23:00
T_M1_174,S_DUOMO,1,14:12:00,14:12:30
T_M1_174,S_CORDUSIO,2,14:14:00,14:14:30
